Vocabulario,Nota1,Nota2,Nota3,Nota4,Nota5
"attempts",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"specific",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"messages",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"isolated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"event",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"macrina",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"bakery",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wtih",0.0000005244,0.0000003699,0.0000000000,0.0000001284,0.0000000980
"baked",0.0000000000,0.0000029593,0.0000010012,0.0000037224,0.0000040171
"goods",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"receptionist",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"foodies",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000004486
"extemely",0.0000024007,0.0000000000,0.0000007640,0.0000000000,0.0000013458
"locals",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spotlessly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"simplicity",0.0000000000,0.0000000000,0.0000000000,0.0000021083,0.0000012070
"adjustable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"current",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"yummy",0.0000000000,0.0000025894,0.0000023362,0.0000039791,0.0000052908
"august",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stylie",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"sepcial",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"turntables",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000014133
"vinyl",0.0000012004,0.0000025404,0.0000000000,0.0000000000,0.0000002243
"tidy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"healthy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cardiac",0.0000021532,0.0000000000,0.0000000000,0.0000005271,0.0000000000
"inducing",0.0000021532,0.0000000000,0.0000000000,0.0000010541,0.0000000000
"fare",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"served",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"non-traditional",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"true",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"actually",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"live",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"popped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"occasion",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"route",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"baths",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"seattle-",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"accessible",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tons",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cyclops-",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"glory",0.0000010487,0.0000003699,0.0000003337,0.0000000000,0.0000005879
"rocket",0.0000010487,0.0000007398,0.0000000000,0.0000001284,0.0000004899
"muffin-",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"roll",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"punches",0.0000000000,0.0000008468,0.0000000000,0.0000002938,0.0000006729
"adventure",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"perfectly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cant",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clear",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rang",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"thursday",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"arriving",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"arrive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"30pm",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tonight",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apathy",0.0000043063,0.0000000000,0.0000000000,0.0000000000,0.0000004023
"sorrys",0.0000075639,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"authority",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hangs",0.0000010487,0.0000007398,0.0000006675,0.0000001284,0.0000000000
"incompetence",0.0000064595,0.0000000000,0.0000000000,0.0000010541,0.0000000000
"employees",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"soured",0.0000048015,0.0000016936,0.0000015280,0.0000000000,0.0000000000
"hospital",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sparse",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"intentional",0.0000010487,0.0000003699,0.0000000000,0.0000002567,0.0000001960
"ugly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"trapped",0.0000031461,0.0000000000,0.0000013350,0.0000002567,0.0000006858
"white",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"basin",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rectangle",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000004486
"shape",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rocks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"blankets",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rough",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"overrated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stype",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"crown",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"plaza",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spring",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"break",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"elevators",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"slow",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"1230pm",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"blamed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shift",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"proceded",0.0000010487,0.0000007398,0.0000003337,0.0000001284,0.0000000000
"accomodations",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"renovations",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"example",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wallpaper",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"probably",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"inconvenience",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"dressers",0.0000010487,0.0000003699,0.0000003337,0.0000000000,0.0000003919
"addressed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"buffet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"poorly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"trained",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clam",0.0000000000,0.0000003699,0.0000006675,0.0000001284,0.0000002939
"chowder",0.0000000000,0.0000008468,0.0000000000,0.0000014692,0.0000017943
"salmon",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spinach",0.0000000000,0.0000025404,0.0000000000,0.0000008815,0.0000004486
"salad",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"crab",0.0000000000,0.0000014796,0.0000013350,0.0000019254,0.0000023515
"cakes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"priority",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"award",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"honors",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"intercontinental",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"32nd",0.0000000000,0.0000007398,0.0000013350,0.0000001284,0.0000008818
"members",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"appetizers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cleaned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"vacuums",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"chattering",0.0000000000,0.0000015190,0.0000013705,0.0000000000,0.0000000000
"incessant",0.0000000000,0.0000003699,0.0000006675,0.0000003851,0.0000000980
"commercial",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"regard",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"club",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clue",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"8-9-",0.0000000000,0.0000026680,0.0000000000,0.0000000000,0.0000000000
"common",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sense",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"indicated",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shaft",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"agree",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"posts",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"34th",0.0000000000,0.0000000000,0.0000015280,0.0000014692,0.0000049345
"weeks",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"continental",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ordered",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sandwich",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"promptly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mishap",0.0000048015,0.0000000000,0.0000000000,0.0000005877,0.0000011215
"locking",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"gown",0.0000000000,0.0000003699,0.0000003337,0.0000001284,0.0000005879
"putting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tray",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"knocked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"security",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"guard",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"freed",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000008047
"crowne",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"poster",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"catch",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"delayed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reminded",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"plain",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ordinary",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"corian",0.0000000000,0.0000015190,0.0000000000,0.0000000000,0.0000004023
"freeway",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"switch",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stopped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rudely",0.0000047192,0.0000014796,0.0000010012,0.0000006418,0.0000000000
"happily",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lousy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"luxury",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"1000",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"24th",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"includes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"lavender",0.0000005244,0.0000000000,0.0000003337,0.0000002567,0.0000005879
"eyemask",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"notice",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"somewhat",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"conference",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pastries",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cereal",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fruit",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"early-evening",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"alcoholic",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"beverages",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"coupon",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"appetizer",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"university",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tower",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"review",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"find",0.0000005244,0.0000000000,0.0000023362,0.0000011552,0.0000009798
"albeit",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exec",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exactly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"executive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hors",0.0000000000,0.0000033872,0.0000000000,0.0000011754,0.0000042616
"d'oeuvres",0.0000000000,0.0000008468,0.0000000000,0.0000008815,0.0000020186
"palatable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"skip",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"benihana",0.0000000000,0.0000000000,0.0000015280,0.0000008815,0.0000004486
"spectacular",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fast",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"courteous",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"time-saver",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"mornings",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"gripe",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"non-qualifying",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"reward",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rule",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smoking",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smoker",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"news",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"consider",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"unacceptable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clearly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mainly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"concern",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"infant",0.0000041949,0.0000000000,0.0000010012,0.0000007701,0.0000004899
"daughter",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"health",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"quietly",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"agreed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"entered",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smell",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cigarette",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"smoke",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apparent",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"intentionally",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"informing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"discovered",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ashtray",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"matches",0.0000010487,0.0000000000,0.0000006675,0.0000003851,0.0000007838
"discover",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"clothes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"belongings",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"baby",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"reeked",0.0000062923,0.0000025894,0.0000003337,0.0000002567,0.0000000000
"addition",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"appalling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wishes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"serviced",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"disturb",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"entire",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"anxiously",0.0000036011,0.0000000000,0.0000000000,0.0000005877,0.0000004486
"awaiting",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"garbage",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"diapers",0.0000005244,0.0000003699,0.0000000000,0.0000003851,0.0000004899
"replace",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pathetic",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"compensation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"exposed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"carcinogenic",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fumes",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"11-13",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000002243
"hotwire",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"saturday",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"23rd",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hallways",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"outside",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cars",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"wondering",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"assigned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"toys",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"shampoo",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mouthwash",0.0000000000,0.0000000000,0.0000007640,0.0000011754,0.0000008972
"facial",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"soap",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"supplied",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"details",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"mask",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"nightlight",0.0000000000,0.0000008468,0.0000000000,0.0000005877,0.0000002243
"clip",0.0000000000,0.0000000000,0.0000007640,0.0000011754,0.0000004486
"throats",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"northwest",0.0000000000,0.0000008468,0.0000000000,0.0000026446,0.0000008972
"5-10",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"scary",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"weed",0.0000010487,0.0000000000,0.0000013350,0.0000014119,0.0000008818
"begging",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"self-parking",0.0000026218,0.0000000000,0.0000010012,0.0000010269,0.0000000980
"ritzy",0.0000000000,0.0000000000,0.0000015280,0.0000008815,0.0000008972
"expectation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ritz",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"anne",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"locationsuite",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000007067
"walk-in",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rundown",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"graduation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"school",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"proximity",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"eateries",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"described",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"upon",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"entering",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"uh-oh",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"overbooked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"confirmed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hurriedly",0.0000021532,0.0000015190,0.0000000000,0.0000000000,0.0000000000
"bite",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"twin",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"hairy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"closet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"fashioned",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"pull-out",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bed-this",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"leftovers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sucked",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sons",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"eventually",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"stuffy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"jumped",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"plumbing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"toilet",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bugs",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"packing",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"possessions",0.0000060018,0.0000000000,0.0000007640,0.0000005877,0.0000000000
"housekeepers",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"canceled",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"drove",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"anacortes",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"sante",0.0000037820,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"inn-",0.0000021532,0.0000000000,0.0000000000,0.0000000000,0.0000004023
"wrote",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"letter",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"uses",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"glove",0.0000064595,0.0000000000,0.0000000000,0.0000000000,0.0000012070
"inspection",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"policy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"cancellation",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"ridiculous",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"-style",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"enjoyable",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"european-style",0.0000000000,0.0000000000,0.0000007640,0.0000008815,0.0000013458
"classic",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"upper",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"metropolitan",0.0000000000,0.0000000000,0.0000022921,0.0000023507,0.0000024672
"science",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"tight",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"spaces",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"usually",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"streets",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"amreported",0.0000000000,0.0000000000,0.0000000000,0.0000009258,0.0000000000
"fixed",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"responsive",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"term",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"roominess",0.0000000000,0.0000000000,0.0000000000,0.0000005271,0.0000004023
"lodgings",0.0000000000,0.0000000000,0.0000013705,0.0000010541,0.0000000000
"1920",0.0000012004,0.0000000000,0.0000000000,0.0000002938,0.0000006729
"built",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"apartment",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"retired",0.0000000000,0.0000007398,0.0000003337,0.0000007701,0.0000012737
"priests",0.0000000000,0.0000000000,0.0000000000,0.0000010541,0.0000004023
"nuns",0.0000000000,0.0000000000,0.0000000000,0.0000018516,0.0000000000
"sisters",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bellboy",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"adam",0.0000012004,0.0000000000,0.0000000000,0.0000008815,0.0000017943
"stairway",0.0000000000,0.0000000000,0.0000007640,0.0000020569,0.0000004486
"temps",0.0000000000,0.0000016936,0.0000000000,0.0000038199,0.0000020186
"ceiling",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"bearable",0.0000000000,0.0000029593,0.0000013350,0.0000012836,0.0000005879
"temperature",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"rare",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
"1962",0.0000000000,0.0000000000,0.0000027409,0.0000010541,0.0000000000
"worlds",0.0000010487,0.0000000000,0.0000006675,0.0000008985,0.0000012737
"fair",0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
